https://www.gov.uk/1619-bursary-fund,[(4, 0.4804975620070388), (14, 0.31697985666228878), (16, 0.10340806726933463)]
https://www.gov.uk/adoption-pay-leave,[(14, 0.61240160228993812), (15, 0.27181629988955031), (13, 0.068344649955991391)]
https://www.gov.uk/adoption-records,[(14, 0.50077916040267401), (15, 0.24951361981034362), (10, 0.15164680970638283)]
https://www.gov.uk/adult-dependants-grant,[(14, 0.41102569889848994), (0, 0.25030602490511394), (4, 0.2043931750511124)]
https://www.gov.uk/advanced-learner-loan,[(0, 0.40757021088778511), (14, 0.2700170676054765), (11, 0.14924949569159213)]
https://www.gov.uk/advanced-learning-loans,[(0, 0.40756381749091097), (14, 0.27002211128960518), (11, 0.14924011471195572)]
https://www.gov.uk/appeal-exam-result,[(14, 0.29419490996920239), (1, 0.19495633783479488), (3, 0.13460823263932997)]
https://www.gov.uk/apply-apprenticeship,[(14, 0.45885068094324633), (13, 0.31691850809346284), (0, 0.13043232334740998)]
https://www.gov.uk/apply-for-student-finance,[(0, 0.51255623660488281), (14, 0.28533804634034349), (4, 0.10358715454640612)]
https://www.gov.uk/apply-foster-child-council,[(15, 0.93666666591189218)]
https://www.gov.uk/apply-online-for-student-finance,[(0, 0.60752826779362912), (4, 0.17896834120495919), (14, 0.12141965222242317)]
https://www.gov.uk/apply-school-transport-for-child-with-special-educational-needs-sen,[(18, 0.69031742852983879), (15, 0.16262482055812552), (4, 0.083691491403260848)]
https://www.gov.uk/apply-short-term-care-for-child,[(15, 0.65166158830316967), (2, 0.30742932043082066)]
https://www.gov.uk/apply-special-educational-needs-assessment,[(0, 0.049999999999999989), (1, 0.049999999999999989), (2, 0.049999999999999989)]
https://www.gov.uk/apply-to-adopt-child-through-council,[(15, 0.93666666595181958)]
https://www.gov.uk/apprenticeships-guide,[(14, 0.34293796812377458), (13, 0.28160085047408723), (7, 0.13385332632741614)]
https://www.gov.uk/approval-of-home-child-carers-northern-ireland,[(15, 0.30026586179571274), (9, 0.22707695467974967), (14, 0.20915715295632556)]
https://www.gov.uk/au-pairs-employment-law,[(14, 0.61111535427574049), (15, 0.085435266565889137), (2, 0.079389175166593967)]
https://www.gov.uk/become-a-childs-legal-parent,[(14, 0.7422841209398825), (15, 0.23717850759376391), (10, 0.013015247538911909)]
https://www.gov.uk/become-school-college-governor,[(3, 0.45212701285741658), (12, 0.32998271893642123), (4, 0.085506980021028661)]
https://www.gov.uk/care-to-learn,[(14, 0.30426896380846047), (8, 0.28443374140298761), (4, 0.13999671278142511)]
https://www.gov.uk/career-development-loans,[(7, 0.32718926450828195), (0, 0.32371069797512497), (14, 0.23704449848918585)]
https://www.gov.uk/career-skills-and-training,[(7, 0.49597377464539005), (14, 0.22115744498797146), (0, 0.14396573768442664)]
https://www.gov.uk/careers-helpline-for-teenagers,[(14, 0.49183281314649668), (7, 0.32390851316665786), (16, 0.063156852739358643)]
https://www.gov.uk/check-a-university-is-officially-recognised,[(12, 0.33830317729517995), (13, 0.29568914119518352), (0, 0.14970014920816843)]
https://www.gov.uk/child-adoption,[(15, 0.55427957135478167), (14, 0.38028096099924863), (10, 0.022944979856281664)]
https://www.gov.uk/child-study-visa,[(14, 0.8252135081099764), (3, 0.060884687047535579), (18, 0.04600850358490944)]
https://www.gov.uk/childcare-grant,[(4, 0.23906713227058782), (8, 0.23599135097752744), (14, 0.22414917578502719)]
https://www.gov.uk/childcare-premises-registration-england,[(0, 0.049999999999999989), (1, 0.049999999999999989), (2, 0.049999999999999989)]
https://www.gov.uk/complain-ofsted-report,[(3, 0.68359914408957745), (14, 0.25516535989940942), (5, 0.038223543081039819)]
https://www.gov.uk/complainfurthereducationapprenticeship,[(14, 0.38521054698460877), (11, 0.24723014551562153), (3, 0.088417881299856713)]
https://www.gov.uk/contact-student-finance-england,[(0, 0.47088098263592421), (14, 0.40880311888612458), (9, 0.069079131747372763)]
https://www.gov.uk/courses-qualifications,[(4, 0.49232994487389431), (1, 0.23738940878135312), (8, 0.22778064517490715)]
https://www.gov.uk/courts-tribunals/first-tier-tribunal-special-educational-needs-and-disability,[(18, 0.60661461497872982), (14, 0.21979830880962586), (15, 0.15120774641780158)]
https://www.gov.uk/dance-drama-awards,[(1, 0.24480258377729877), (19, 0.1530522707247981), (12, 0.14630008677085576)]
https://www.gov.uk/day-nurseries-scotland,[(14, 0.41066648879664508), (15, 0.21975112680798986), (8, 0.13874184927557695)]
https://www.gov.uk/discretionary-learner-support,[(14, 0.31975793672016906), (7, 0.21854071480007831), (4, 0.16708968549714842)]
https://www.gov.uk/early-years-foundation-stage,[(8, 0.6225347010701896), (17, 0.10556064139825595), (9, 0.093438026648443889)]
https://www.gov.uk/education-maintenance-allowance-ema,[(14, 0.36404699411001218), (4, 0.34857672405786239), (0, 0.26664457429500971)]
https://www.gov.uk/employ-trainees,[(7, 0.62312739918916593), (16, 0.19345528161670467), (14, 0.11748196961301288)]
https://www.gov.uk/employment-rights-for-interns,[(7, 0.51556792199226698), (14, 0.29076253012116121), (2, 0.12907238794283576)]
https://www.gov.uk/extra-money-pay-university,[(0, 0.41262549706285717), (4, 0.33705336975959133), (14, 0.072224187738079967)]
https://www.gov.uk/find-free-early-education,[(8, 0.93214285630290283)]
https://www.gov.uk/find-internship,[(7, 0.36810835342332093), (0, 0.35993080642194031), (14, 0.25755406031851308)]
https://www.gov.uk/find-nursery-school-place,[(12, 0.41357485918655051), (8, 0.28785306229404678), (18, 0.23785779237667445)]
https://www.gov.uk/find-ofsted-inspection-report,[(3, 0.55398734000625527), (15, 0.21416743236773092), (8, 0.14323314970585224)]
https://www.gov.uk/find-registered-childminder,[(8, 0.56260141510106187), (15, 0.38739858420527923)]
https://www.gov.uk/find-school-in-england,[(18, 0.33952228894353448), (14, 0.28638657842311477), (12, 0.2026556395167903)]
https://www.gov.uk/find-sure-start-childrens-centre,[(14, 0.40338625488148533), (8, 0.34797853050870514), (15, 0.23682965885447155)]
https://www.gov.uk/find-traineeship,[(7, 0.53961362667818091), (14, 0.17905250454329355), (13, 0.17183087325494953)]
https://www.gov.uk/foster-carers,[(15, 0.46876608084767935), (14, 0.35324371154168177), (2, 0.04561971336133732)]
https://www.gov.uk/free-school-transport,[(18, 0.3970441730528404), (15, 0.13666705097282322), (4, 0.13517099414959854)]
