0,[(u'level/NN', 0.032644223046223768), (u'qualification/NN', 0.030302240239179046), (u'english/NN', 0.025393352626672829), (u'gcse/NN', 0.021687711353486988), (u'math/NN', 0.021662218969564502), (u'subject/NN', 0.01583922224611279), (u'study/NN', 0.014664417158837572), (u'pupil/NN', 0.014235684620720043)]
1,[(u'panel/NN', 0.042966380175931573), (u'teacher/NN', 0.035785807306806493), (u'outcome/NN', 0.024094766593351989), (u'secretary/NN_state/NN', 0.018952970837789174), (u'secretary/NN', 0.018573858297689285), (u'state/NN', 0.017847962319648792), (u'decision/NN', 0.017216684589134151), (u'conduct/NN', 0.015740584728749483)]
2,[(u'apprenticeship/NN', 0.081162374193090692), (u'employer/NN', 0.037033024345605771), (u'apprentice/NN', 0.025519137679709522), (u'standard/NN', 0.023449455691180583), (u'sector/NN', 0.013292116501263617), (u'training/NN', 0.012382930979607468), (u'level/NN', 0.010316881843505104), (u'business/NN', 0.0098510053187110015)]
3,[(u'pupil/NN', 0.045087107247614659), (u'academy/NN', 0.040533855667460643), (u'free/JJ', 0.027177467071858068), (u'free/JJ_school/NN', 0.02360973147344347), (u'secondary/JJ', 0.010443244009208926), (u'trust/NN', 0.0091310875097801465), (u'meal/NN', 0.0090368656236479942), (u'primary/JJ', 0.0089909042962320659)]
4,[(u'family/NN', 0.033416744607991114), (u'care/NN', 0.024328669785227904), (u'authority/NN', 0.021016541974790207), (u'local/JJ_authority/NN', 0.018115073236618814), (u'service/NN', 0.016260315580330788), (u'parent/NN', 0.016148741667583993), (u'social/JJ', 0.01543599795977689), (u'adoption/NN', 0.013139078111050405)]
5,[(u'test/NN', 0.056024782500420305), (u'pupil/NN', 0.048583233841002431), (u'stage/NN', 0.047347252404775948), (u'key/JJ_stage/NN', 0.042510099885501154), (u'key/JJ', 0.041287409676349175), (u'assessment/NN', 0.039720940850302568), (u'phonic/NN', 0.015821262593502448), (u'teacher/NN', 0.014642396117469501)]
6,[(u'authority/NN', 0.048946272883731261), (u'local/JJ_authority/NN', 0.047336982903920952), (u'datum/NN', 0.040698766822835186), (u'collection/NN', 0.022658676581980834), (u'census/NN', 0.022199124748550115), (u'data/NN', 0.018013082442856709), (u'guide/NN', 0.015589916135198129), (u'special/JJ', 0.013652171183212153)]
7,[(u'university/NN', 0.011925395103814712), (u'country/NN', 0.010071436593628708), (u'student/NN', 0.0076454750264548328), (u'best/JJ', 0.0075564809013634708), (u'good/JJ', 0.007150577653203879), (u'world/NN', 0.0070430720210147308), (u'today/NN', 0.0070037477179109298), (u'time/NN', 0.0067905862964585118)]
8,[(u'funding/JJ', 0.02583053331946351), (u'learner/NN', 0.019897439716232559), (u'rule/NN', 0.016798855646364241), (u'business/NN', 0.016000544017682111), (u'training/NN', 0.013817425461711486), (u'provider/NN', 0.013783696639629276), (u'skill/NN_funding/JJ', 0.012314659066965751), (u'funding/JJ_agency/NN', 0.012101315794129645)]
9,[(u'inspection/NN', 0.048735172974032098), (u'ofsted/JJ', 0.044445601646290391), (u'report/NN', 0.026285961181741323), (u'good/JJ', 0.019640267174387917), (u'inspector/NN', 0.017497564584458603), (u'provider/NN', 0.010273088076252816), (u'practice/NN', 0.0099206978496130926), (u'good/JJ_practice/NN', 0.0096118066478702961)]
10,[(u'early/JJ', 0.044539482301123048), (u'early/JJ_year/NN', 0.034723118197065195), (u'childcare/NN', 0.021054209854639069), (u'release/NN', 0.017341976657688413), (u'publication/NN', 0.01568663339390387), (u'statistic/NN', 0.013771463239533066), (u'provider/NN', 0.01370823111963144), (u'table/NN', 0.011454108573543891)]
11,[(u'application/NN', 0.023703897380064901), (u'service/NN', 0.014223566465328458), (u'uk/NN', 0.010524838609275677), (u'loan/NN', 0.010220684097494263), (u'process/NN', 0.0099422236317531776), (u'form/NN', 0.0092179181728417482), (u'date/NN', 0.0091492023017052913), (u'section/NN', 0.0083558922998744293)]
12,[(u'young/JJ', 0.037287978072963315), (u'young/JJ_person/NN', 0.032105427962605786), (u'work/NN', 0.02347859328706367), (u'service/NN', 0.017013691492999632), (u'experience/NN', 0.011025251812918508), (u'career/NN', 0.010122315110300779), (u'support/NN', 0.0092074066182595976), (u'health/NN', 0.0088186984095794431)]
13,[(u'student/NN', 0.051907282434948909), (u'funding/NN', 0.039912008266416131), (u'institution/NN', 0.026408806982733284), (u'academic/JJ', 0.016945787687738332), (u'academic/JJ_year/NN', 0.016493381297615548), (u'funding/JJ', 0.012399079757961916), (u'allocation/NN', 0.011292382162713003), (u'grant/NN', 0.011256197591480225)]
14,[(u'teacher/NN', 0.081412011694291048), (u'teaching/NN', 0.026455238516815593), (u'training/NN', 0.020057434132388363), (u'leadership/NN', 0.017340347542627695), (u'leader/NN', 0.015931565254955347), (u'teacher/NN_training/NN', 0.0092887669293860078), (u'trainee/NN', 0.0076625252775339202), (u'standard/NN', 0.0074031235026273332)]
