0,[(u'panel/NN', 0.054030584607904941), (u'teacher/NN', 0.049004566351333372), (u'outcome/NN', 0.031547588280693692), (u'secretary/NN_state/NN', 0.025351413994226024), (u'state/NN', 0.024616869145499865), (u'secretary/NN', 0.024501644903249291), (u'decision/NN', 0.022332859893930881), (u'professional/JJ', 0.02046321618906705)]
1,[(u'sport/NN', 0.050474607277170562), (u'award/NN', 0.049111224893689687), (u'national/JJ', 0.040353462548332809), (u'year/NN', 0.030676546396335536), (u'teacher/NN_reference/NN', 0.030210795043625383), (u'pe/NN', 0.015011525487182003), (u'winner/NN', 0.014536833266872775), (u'competition/NN', 0.014512403264850026)]
2,[(u'school/NN', 0.067768874080470012), (u'teacher/NN', 0.049653375941155646), (u'inspection/NN', 0.03380657368244256), (u'ofsted/JJ', 0.02731512624573245), (u'teaching/NN', 0.021308196726100896), (u'training/NN', 0.01920020128627271), (u'education/NN', 0.016637583027843118), (u'report/NN', 0.015978821699139428)]
3,[(u'datum/NN', 0.036921291133884107), (u'test/NN', 0.030413442257848231), (u'stage/NN', 0.021827085138289255), (u'key/JJ', 0.020582156472726088), (u'assessment/NN', 0.020492168091411134), (u'pupil/NN', 0.020005489454093941), (u'information/NN', 0.019061134582551088), (u'data/NN', 0.017611405062852237)]
4,[(u'qualification/NN', 0.046519665159953184), (u'level/NN', 0.039204019104982744), (u'gcse/NN', 0.034534751466229072), (u'student/NN', 0.032655794031266651), (u'math/NN', 0.031230524623256043), (u'english/NN', 0.029550432494840753), (u'subject/NN', 0.028374035767529362), (u'study/NN', 0.026817801529230672)]
5,[(u'government/NN', 0.041491059943169518), (u'new/JJ', 0.031048097931854115), (u'today/NN', 0.015605641239137644), (u'minister/NN', 0.015385593194527864), (u'education/NN', 0.014511248468006343), (u'review/NN', 0.014179314779621819), (u'department/NN', 0.012825933270656661), (u'sector/NN', 0.011615481824885667)]
6,[(u'school/NN', 0.16145218773550321), (u'free/JJ', 0.048346145729623681), (u'free/JJ_school/NN', 0.04221906080295542), (u'place/NN', 0.018455472602383647), (u'professional/JJ_conduct/NN', 0.016406149239758822), (u'education/NN', 0.016149624519018826), (u'new/JJ', 0.015594750650786979), (u'application/NN', 0.013484015703574385)]
7,[(u'apprenticeship/NN', 0.10158706009625533), (u'standard/NN', 0.038844373791392786), (u'apprentice/NN', 0.036533287585173657), (u'employer/NN', 0.035630807980925515), (u'skill/NN', 0.019390303727778304), (u'sector/NN', 0.016786031039412095), (u'funding/JJ', 0.014442070244992), (u'role/NN', 0.012816343338890092)]
8,[(u'funding/NN', 0.048094753769248148), (u'information/NN', 0.033135045285780124), (u'year/NN', 0.027919584690425533), (u'institution/NN', 0.024807478259993389), (u'student/NN', 0.023075478513866501), (u'academic/JJ_year/NN', 0.015965126376493034), (u'academic/JJ', 0.014805857596912518), (u'allocation/NN', 0.014150203317783111)]
9,[(u'skill/NN', 0.046039346351046534), (u'person/NN', 0.031376449962378122), (u'business/NN', 0.0280063845622474), (u'employer/NN', 0.025864062223747521), (u'young/JJ', 0.022745494643891338), (u'work/NN', 0.020788276373855975), (u'education/NN', 0.018170092560586694), (u'career/NN', 0.017160567416446774)]
10,[(u'student/NN', 0.066944745138497727), (u'university/NN', 0.041726249984067328), (u'higher/JJ', 0.028004141710062894), (u'course/NN', 0.02243816906193884), (u'higher/JJ_education/NN', 0.02226193400601921), (u'education/NN', 0.021046431688920817), (u'year/NN', 0.01849896309741483), (u'loan/NN', 0.017663231074177707)]
