0,[(u'pupil/NN', 0.040568307307741192), (u'school/NN', 0.028051097007050177), (u'stage/NN', 0.025223774679800907), (u'test/NN', 0.024587057599987226), (u'key/JJ', 0.024133666422556883), (u'assessment/NN', 0.018143013461259409), (u'key/JJ_stage/NN', 0.017970504409424236), (u'teacher/NN', 0.014591945549039004)]
1,[(u'school/NN', 0.12478731094647123), (u'academy/NN', 0.030471269305790652), (u'local/JJ', 0.028122953037114075), (u'education/NN', 0.026972362687590495), (u'pupil/NN', 0.023436832462767124), (u'free/JJ', 0.022650694515549109), (u'authority/NN', 0.022050984210130686), (u'local/JJ_authority/NN', 0.020560315496012217)]
2,[(u'school/NN', 0.059190217119447781), (u'teacher/NN', 0.015738867216304797), (u'education/NN', 0.015625555848707576), (u'year/NN', 0.013940719851723246), (u'child/NN', 0.013700743936844353), (u'new/JJ', 0.0098858439791129661), (u'pupil/NN', 0.0086877458377433523), (u'teaching/NN', 0.0076711820047985282)]
3,[(u'teacher/NN', 0.042300052098779767), (u'panel/NN', 0.042018366153033733), (u'outcome/NN', 0.023979067684387432), (u'secretary/NN', 0.020316357111116908), (u'secretary/NN_state/NN', 0.02015302290501669), (u'state/NN', 0.019411833494685515), (u'decision/NN', 0.017453763146371697), (u'professional/JJ', 0.016794754964739807)]
4,[(u'student/NN', 0.0370395096179153), (u'education/NN', 0.022053912029030492), (u'university/NN', 0.017159696054365833), (u'skill/NN', 0.014265771991935775), (u'institution/NN', 0.013065856541998594), (u'higher/JJ', 0.012759849231426939), (u'college/NN', 0.012413458014209395), (u'course/NN', 0.01106940355956536)]
5,[(u'apprenticeship/NN', 0.055858842244674405), (u'employer/NN', 0.032563954955873026), (u'skill/NN', 0.027249680898885631), (u'standard/NN', 0.016317147037267526), (u'apprentice/NN', 0.016316344015345478), (u'person/NN', 0.013276113868686235), (u'work/NN', 0.013021713006846319), (u'business/NN', 0.012757480346041152)]
6,[(u'year/NN', 0.033413298253062988), (u'information/NN', 0.024662775422924436), (u'datum/NN', 0.020306123195312071), (u'provider/NN', 0.01778006414650507), (u'education/NN', 0.016339429596465359), (u'funding/JJ', 0.016321843611576157), (u'early/JJ', 0.016104383925499826), (u'funding/NN', 0.014363303539529998)]
7,[(u'inspection/NN', 0.091099431290097441), (u'ofsted/JJ', 0.078982756657332551), (u'inspector/NN', 0.030491783445967577), (u'report/NN', 0.02566960258957569), (u'good/JJ', 0.022633438075150867), (u'skill/NN', 0.020988203581869494), (u'practice/NN', 0.020569303532410998), (u'education/NN', 0.019710705016819305)]
8,[(u'qualification/NN', 0.036079931930481667), (u'student/NN', 0.02963844504914585), (u'level/NN', 0.028079350563282944), (u'programme/NN', 0.021063481051304917), (u'gcse/NN', 0.021025767602527591), (u'teacher/NN', 0.020007235059237145), (u'study/NN', 0.019530167307267587), (u'english/NN', 0.017237995602280943)]
9,[(u'child/NN', 0.074283961049536718), (u'family/NN', 0.018926550778972203), (u'service/NN', 0.015366589233816532), (u'person/NN', 0.015171645621266175), (u'local/JJ', 0.015124562240270284), (u'care/NN', 0.013854850292341184), (u'parent/NN', 0.013321625066040291), (u'social/JJ', 0.013029837155725433)]
