https://www.gov.uk/1619-bursary-fund,[(4, 0.5460597291188356), (6, 0.25361541552054007), (1, 0.099188584407811017)]
https://www.gov.uk/adoption-pay-leave,[(9, 0.49450508426578133), (6, 0.23130791908731618), (5, 0.15039079950074755)]
https://www.gov.uk/adoption-records,[(6, 0.45810516556692799), (9, 0.44449103337669749), (7, 0.065503554993473476)]
https://www.gov.uk/adult-dependants-grant,[(4, 0.80926252739013738), (6, 0.10978244549471954), (9, 0.062117771541923127)]
https://www.gov.uk/advanced-learner-loan,[(4, 0.63023075527874295), (6, 0.32321256832815903), (8, 0.024095926187361304)]
https://www.gov.uk/advanced-learning-loans,[(4, 0.6302305396616148), (6, 0.32321196304943933), (8, 0.024096720109429207)]
https://www.gov.uk/appeal-exam-result,[(8, 0.50139016176446227), (4, 0.14138436269712498), (1, 0.093929271468461584)]
https://www.gov.uk/apply-apprenticeship,[(5, 0.38511973376129593), (6, 0.35459013203741546), (4, 0.20838130826407214)]
https://www.gov.uk/apply-for-student-finance,[(4, 0.57526732246603951), (6, 0.30342969791728441), (7, 0.070866504564447291)]
https://www.gov.uk/apply-foster-child-council,[(9, 0.93999535006242441)]
https://www.gov.uk/apply-online-for-student-finance,[(4, 0.76762587846952601), (6, 0.20899204556637352), (3, 0.013921637911545881)]
https://www.gov.uk/apply-school-transport-for-child-with-special-educational-needs-sen,[(1, 0.62380880144342055), (9, 0.3503829380012205)]
https://www.gov.uk/apply-short-term-care-for-child,[(9, 0.89511851085385252), (0, 0.068514362342504687)]
https://www.gov.uk/apply-special-educational-needs-assessment,[(0, 0.10000000000000002), (1, 0.10000000000000002), (2, 0.10000000000000002)]
https://www.gov.uk/apply-to-adopt-child-through-council,[(9, 0.93999631442660858)]
https://www.gov.uk/apprenticeships-guide,[(5, 0.56044649009546621), (8, 0.15635036150384762), (6, 0.13503269832515186)]
https://www.gov.uk/approval-of-home-child-carers-northern-ireland,[(6, 0.56092128601468882), (9, 0.36762437559175076), (4, 0.063925824935391382)]
https://www.gov.uk/au-pairs-employment-law,[(5, 0.36772358502939628), (9, 0.34500782748512965), (4, 0.13123176785876939)]
https://www.gov.uk/become-a-childs-legal-parent,[(9, 0.84701745188356592), (6, 0.084033007181288089), (3, 0.062753761323024113)]
https://www.gov.uk/become-school-college-governor,[(1, 0.84934243454757119), (4, 0.1339882363248466)]
https://www.gov.uk/care-to-learn,[(6, 0.42062483528407685), (4, 0.26235764497730946), (9, 0.2178927264707303)]
https://www.gov.uk/career-development-loans,[(4, 0.55361169531037968), (5, 0.22827544325669433), (6, 0.1888685023102066)]
https://www.gov.uk/career-skills-and-training,[(5, 0.48726206846484166), (4, 0.41697793452962889), (8, 0.087116854098960791)]
https://www.gov.uk/careers-helpline-for-teenagers,[(9, 0.43054808850591436), (5, 0.36885467855805965), (8, 0.1732511190999681)]
https://www.gov.uk/check-a-university-is-officially-recognised,[(3, 0.27711309793097083), (4, 0.24095466348970407), (7, 0.17056178658613103)]
https://www.gov.uk/child-adoption,[(9, 0.81220374769285475), (6, 0.1229676878204755), (3, 0.026967729239141189)]
https://www.gov.uk/child-study-visa,[(4, 0.38750780005154456), (6, 0.20832277072153349), (5, 0.20498177368289236)]
https://www.gov.uk/childcare-grant,[(6, 0.44249712993757506), (4, 0.35300467196893343), (9, 0.1835988949936605)]
https://www.gov.uk/childcare-premises-registration-england,[(0, 0.10000000000000002), (1, 0.10000000000000002), (2, 0.10000000000000002)]
https://www.gov.uk/complain-ofsted-report,[(7, 0.37357076412071188), (0, 0.24515000169441359), (9, 0.23027122006842443)]
https://www.gov.uk/complainfurthereducationapprenticeship,[(6, 0.61439143526675855), (5, 0.14271763003307836), (3, 0.086401998922554457)]
