https://www.gov.uk/1619-bursary-fund,[(13, 0.4674140449004226), (0, 0.2071564507885035), (14, 0.096900501258583169)]
https://www.gov.uk/adoption-pay-leave,[(14, 0.85760259155170671), (10, 0.036699505229277216), (4, 0.035191281948378075)]
https://www.gov.uk/adoption-records,[(14, 0.43360329067241327), (11, 0.40835601557974494), (12, 0.13350499966528556)]
https://www.gov.uk/adult-dependants-grant,[(13, 0.57874229210643224), (18, 0.17689881769533666), (19, 0.15056346698008813)]
https://www.gov.uk/advanced-learner-loan,[(13, 0.56134615087499629), (19, 0.26009716377445369), (2, 0.12250869723929293)]
https://www.gov.uk/advanced-learning-loans,[(13, 0.56137551512581585), (19, 0.26011992399632361), (2, 0.1224744573486827)]
https://www.gov.uk/appeal-exam-result,[(15, 0.39716836491886959), (8, 0.26848680695642729), (13, 0.11525403697403053)]
https://www.gov.uk/apply-apprenticeship,[(6, 0.6038052019791289), (13, 0.30818814829890057), (11, 0.046642633560973361)]
https://www.gov.uk/apply-for-student-finance,[(13, 0.50579634873116008), (19, 0.39967027755231177), (14, 0.039122067882876553)]
https://www.gov.uk/apply-foster-child-council,[(14, 0.72477954252909516), (11, 0.12349279146782888), (6, 0.11477114408787682)]
https://www.gov.uk/apply-online-for-student-finance,[(13, 0.79084431795471632), (6, 0.099156356657693928), (12, 0.041432784882819977)]
https://www.gov.uk/apply-school-transport-for-child-with-special-educational-needs-sen,[(9, 0.38457467167294723), (11, 0.21467715651376759), (4, 0.20204928919932227)]
https://www.gov.uk/apply-short-term-care-for-child,[(14, 0.69136290758812824), (2, 0.17606117467418506), (11, 0.073281560345896821)]
https://www.gov.uk/apply-special-educational-needs-assessment,[(0, 0.049999999999999989), (1, 0.049999999999999989), (2, 0.049999999999999989)]
https://www.gov.uk/apply-to-adopt-child-through-council,[(14, 0.81320224257813989), (11, 0.096525162001303691), (6, 0.053316073575823825)]
https://www.gov.uk/apprenticeships-guide,[(6, 0.47777319320004025), (13, 0.1295267453263447), (18, 0.12154185217958562)]
https://www.gov.uk/approval-of-home-child-carers-northern-ireland,[(14, 0.38513922320122601), (11, 0.38323303593737501), (12, 0.088549950394849003)]
https://www.gov.uk/au-pairs-employment-law,[(14, 0.31160966594663336), (12, 0.2781890825932965), (5, 0.10832234483112199)]
https://www.gov.uk/become-a-childs-legal-parent,[(14, 0.61448618445843861), (19, 0.37556006472840375)]
https://www.gov.uk/become-school-college-governor,[(9, 0.94735600419766852), (13, 0.02395472404015872), (0, 0.016717440595306228)]
https://www.gov.uk/care-to-learn,[(12, 0.39482725069543134), (13, 0.22997292037323658), (14, 0.18841626927546781)]
https://www.gov.uk/career-development-loans,[(13, 0.36776989320351838), (19, 0.20727247897185982), (7, 0.20021830768693291)]
https://www.gov.uk/career-skills-and-training,[(18, 0.44841099798372602), (7, 0.25346239012458144), (13, 0.20535224983644537)]
https://www.gov.uk/careers-helpline-for-teenagers,[(7, 0.33760594085094314), (18, 0.30913964733790794), (19, 0.10486897485155215)]
https://www.gov.uk/check-a-university-is-officially-recognised,[(13, 0.35169432965079844), (19, 0.30513566611504978), (9, 0.16718413081765859)]
