https://www.gov.uk/1619-bursary-fund,[(13, 0.40776838347389904), (5, 0.30222303964879743), (18, 0.088177300966066213)]
https://www.gov.uk/adoption-pay-leave,[(18, 0.44495847979967035), (16, 0.14327010917823815), (0, 0.13726087343398924)]
https://www.gov.uk/adoption-records,[(18, 0.62161673670780571), (13, 0.15208356539378545), (16, 0.098034610755728488)]
https://www.gov.uk/adult-dependants-grant,[(5, 0.4717080221867575), (13, 0.17715445860117235), (15, 0.17524652831878421)]
https://www.gov.uk/advanced-learner-loan,[(13, 0.62473370717283394), (5, 0.2784171865003473), (18, 0.039866908998893308)]
https://www.gov.uk/advanced-learning-loans,[(13, 0.62473269037736501), (5, 0.27843717887220254), (18, 0.039866203163950238)]
https://www.gov.uk/appeal-exam-result,[(10, 0.50775995895876591), (9, 0.11290827983259479), (5, 0.10310634899155)]
https://www.gov.uk/apply-apprenticeship,[(14, 0.37637138183290375), (13, 0.30319961669382217), (4, 0.23102047786034927)]
https://www.gov.uk/apply-for-student-finance,[(5, 0.40893785840046493), (13, 0.39759734585437434), (18, 0.081859147587187292)]
https://www.gov.uk/apply-foster-child-council,[(18, 0.49608883091688133), (4, 0.44391116872798148)]
https://www.gov.uk/apply-online-for-student-finance,[(13, 0.50056949231905512), (5, 0.4872683453598009)]
https://www.gov.uk/apply-school-transport-for-child-with-special-educational-needs-sen,[(9, 0.65063573404000308), (18, 0.22234259927908351), (4, 0.099602311657543199)]
https://www.gov.uk/apply-short-term-care-for-child,[(18, 0.72808913859875946), (4, 0.1598088035942376), (0, 0.073465693585486047)]
https://www.gov.uk/apply-to-adopt-child-through-council,[(18, 0.60595463328792198), (4, 0.3340453663991631)]
https://www.gov.uk/apprenticeships-guide,[(14, 0.54990355522626866), (13, 0.19015839381876423), (5, 0.089906421044007506)]
https://www.gov.uk/approval-of-home-child-carers-northern-ireland,[(8, 0.3704932635236316), (18, 0.26696261579885372), (16, 0.19974851458947129)]
https://www.gov.uk/au-pairs-employment-law,[(14, 0.22411209338172336), (17, 0.22213999861917752), (18, 0.15556639850667259)]
https://www.gov.uk/become-a-childs-legal-parent,[(18, 0.91090480759709369), (13, 0.050908587956297373), (16, 0.030664480435042628)]
https://www.gov.uk/become-school-college-governor,[(9, 0.56571211691304812), (4, 0.19649086362000465), (16, 0.15350413644026223)]
https://www.gov.uk/care-to-learn,[(8, 0.32196127771922922), (13, 0.3210065625054403), (5, 0.15973251084434292)]
