https://www.gov.uk/1619-bursary-fund,[(16, 0.70399918547949714), (1, 0.17133984863249832), (18, 0.0591733043565962)]
https://www.gov.uk/adoption-pay-leave,[(6, 0.34582443495123216), (18, 0.32711514979335871), (17, 0.10638625158213111)]
https://www.gov.uk/adoption-records,[(6, 0.64307618593589588), (18, 0.2394273783961304), (16, 0.06168828689247715)]
https://www.gov.uk/adult-dependants-grant,[(16, 0.7247222838391647), (8, 0.20312369773114586), (15, 0.033157918500581793)]
https://www.gov.uk/advanced-learner-loan,[(16, 0.79566945621650853), (8, 0.12607355060792813), (13, 0.036348395671611536)]
https://www.gov.uk/advanced-learning-loans,[(16, 0.79566948074086741), (8, 0.12607372282718748), (13, 0.036348143241079434)]
https://www.gov.uk/appeal-exam-result,[(19, 0.42203839701054063), (18, 0.34112098186502943), (5, 0.075556971535456416)]
https://www.gov.uk/apply-apprenticeship,[(18, 0.56481249416049906), (17, 0.27923470535812261), (13, 0.06982961234532889)]
https://www.gov.uk/apply-for-student-finance,[(16, 0.89364743420424997), (18, 0.038129425752194052), (15, 0.033466146101878959)]
https://www.gov.uk/apply-foster-child-council,[(6, 0.65957290541406366), (3, 0.19042709068742297)]
https://www.gov.uk/apply-online-for-student-finance,[(16, 0.93282352810456426), (18, 0.049529412935760103)]
https://www.gov.uk/apply-school-transport-for-child-with-special-educational-needs-sen,[(0, 0.57491872369785746), (17, 0.16887432541232977), (12, 0.14225426658761794)]
https://www.gov.uk/apply-short-term-care-for-child,[(6, 0.46907981184197928), (3, 0.46168941656601575)]
https://www.gov.uk/apply-special-educational-needs-assessment,[(0, 0.049999999999999989), (1, 0.049999999999999989), (2, 0.049999999999999989)]
https://www.gov.uk/apply-to-adopt-child-through-council,[(6, 0.71147322018684489), (3, 0.15995535035678096)]
https://www.gov.uk/apprenticeships-guide,[(17, 0.30646837391105336), (12, 0.20061699645950781), (18, 0.13004633351417852)]
https://www.gov.uk/approval-of-home-child-carers-northern-ireland,[(6, 0.34208749228119567), (18, 0.23020517987967942), (15, 0.20159056850109336)]
https://www.gov.uk/au-pairs-employment-law,[(15, 0.30481212582829864), (12, 0.17633307049294861), (6, 0.12409733086349022)]
https://www.gov.uk/become-a-childs-legal-parent,[(18, 0.34794720307939442), (6, 0.34555243928680668), (15, 0.16326973446943996)]
https://www.gov.uk/become-school-college-governor,[(10, 0.39370545227779163), (18, 0.21501275422306815), (2, 0.20369584556367407)]
https://www.gov.uk/care-to-learn,[(15, 0.50843854808729116), (16, 0.3483584932457891), (18, 0.083136720709825307)]
https://www.gov.uk/career-development-loans,[(16, 0.61576613394290247), (13, 0.17086204040829234), (12, 0.168514560039111)]
https://www.gov.uk/career-skills-and-training,[(16, 0.41177589281316529), (12, 0.36005533809852558), (19, 0.080129852441087238)]
https://www.gov.uk/careers-helpline-for-teenagers,[(12, 0.41117152135278512), (18, 0.26580067116657147), (19, 0.13606703692012528)]
